AvgSpotLen	BioSample	Experiment	Instrument	LoadDate	MBases	MBytes	Platform	Run	SRA_Sample	Sample_Name	lab	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	Organism	ReleaseDate	SRA_Study	pool	source_name
50	SAMN06309303	SRX2541802	Illumina HiSeq 2500	2017-02-06	672	342	ILLUMINA	SRR5234333	SRS1960993	GSM2478886	Lab9	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
50	SAMN06309303	SRX2541802	Illumina HiSeq 2500	2017-02-06	573	290	ILLUMINA	SRR5234334	SRS1960993	GSM2478886	Lab9	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
69	SAMN08182622	SRX3474750	NextSeq 500	2017-12-15	542	201	ILLUMINA	SRR6380696	SRS2761123	GSM2891336	Lab5	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
69	SAMN08182622	SRX3474750	NextSeq 500	2017-12-15	890	338	ILLUMINA	SRR6380697	SRS2761123	GSM2891336	Lab5	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
69	SAMN08182622	SRX3474750	NextSeq 500	2017-12-15	507	188	ILLUMINA	SRR6380698	SRS2761123	GSM2891336	Lab5	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
69	SAMN08182622	SRX3474750	NextSeq 500	2017-12-15	932	348	ILLUMINA	SRR6380699	SRS2761123	GSM2891336	Lab5	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	174	66	ILLUMINA	SRR6380700	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	158	61	ILLUMINA	SRR6380701	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	167	64	ILLUMINA	SRR6380702	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	161	62	ILLUMINA	SRR6380703	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	162	63	ILLUMINA	SRR6380704	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	159	62	ILLUMINA	SRR6380705	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	166	64	ILLUMINA	SRR6380706	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	161	62	ILLUMINA	SRR6380707	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	171	65	ILLUMINA	SRR6380708	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	179	68	ILLUMINA	SRR6380709	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	173	66	ILLUMINA	SRR6380710	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	150	57	ILLUMINA	SRR6380711	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	137	53	ILLUMINA	SRR6380712	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	155	59	ILLUMINA	SRR6380713	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	140	54	ILLUMINA	SRR6380714	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
83	SAMN08182756	SRX3474751	NextSeq 500	2017-12-15	163	63	ILLUMINA	SRR6380715	SRS2761124	GSM2891337	Lab6	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
76	SAMN08182755	SRX3474752	NextSeq 500	2017-12-15	627	226	ILLUMINA	SRR6380716	SRS2761126	GSM2891338	Lab1	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
76	SAMN08182755	SRX3474752	NextSeq 500	2017-12-15	83	30	ILLUMINA	SRR6380717	SRS2761126	GSM2891338	Lab1	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
76	SAMN08182755	SRX3474752	NextSeq 500	2017-12-15	1808	649	ILLUMINA	SRR6380718	SRS2761126	GSM2891338	Lab1	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
76	SAMN08182755	SRX3474752	NextSeq 500	2017-12-15	809	289	ILLUMINA	SRR6380719	SRS2761126	GSM2891338	Lab1	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
50	SAMN08182754	SRX3474753	NextSeq 500	2017-12-15	632	231	ILLUMINA	SRR6380720	SRS2761125	GSM2891339	Lab2	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
50	SAMN08182754	SRX3474753	NextSeq 500	2017-12-15	608	221	ILLUMINA	SRR6380721	SRS2761125	GSM2891339	Lab2	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
50	SAMN08182754	SRX3474753	NextSeq 500	2017-12-15	624	226	ILLUMINA	SRR6380722	SRS2761125	GSM2891339	Lab2	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
50	SAMN08182754	SRX3474753	NextSeq 500	2017-12-15	572	207	ILLUMINA	SRR6380723	SRS2761125	GSM2891339	Lab2	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
69	SAMN08182753	SRX3474754	NextSeq 500	2017-12-15	933	345	ILLUMINA	SRR6380724	SRS2761138	GSM2891340	Lab5	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
69	SAMN08182753	SRX3474754	NextSeq 500	2017-12-15	983	355	ILLUMINA	SRR6380725	SRS2761138	GSM2891340	Lab5	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
69	SAMN08182753	SRX3474754	NextSeq 500	2017-12-15	570	212	ILLUMINA	SRR6380726	SRS2761138	GSM2891340	Lab5	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
69	SAMN08182753	SRX3474754	NextSeq 500	2017-12-15	927	340	ILLUMINA	SRR6380727	SRS2761138	GSM2891340	Lab5	miRNA-Seq	PRJNA371514	GEO	public	sra	ncbi	0	SINGLE	size fractionation	TRANSCRIPTOMIC	synthetic construct	2018-07-09	SRP098948	SynthEQ	Synthetic smallRNA; Equimolar Pool
