X1,category,sample,counts,lab,lib_method_simple,lane,replicate
3,iso_snp_sum,NEB-Plasma-1_S85553_AGTCAA,34647,Lab5,NEBNext,NA,1
4,iso_snp_central_sum,NEB-Plasma-1_S85553_AGTCAA,21896,Lab5,NEBNext,NA,1
5,iso_snp_central_offset_sum,NEB-Plasma-1_S85553_AGTCAA,6855,Lab5,NEBNext,NA,1
6,iso_snp_central_supp_sum,NEB-Plasma-1_S85553_AGTCAA,24661,Lab5,NEBNext,NA,1
7,iso_snp_seed_sum,NEB-Plasma-1_S85553_AGTCAA,27263,Lab5,NEBNext,NA,1
8,isomiR_sum,NEB-Plasma-1_S85553_AGTCAA,886174,Lab5,NEBNext,NA,1
9,ref_miRNA_sum,NEB-Plasma-1_S85553_AGTCAA,728055,Lab5,NEBNext,NA,1
0,iso_3p_count,NEB-Plasma-1_S85553_AGTCAA,7158,Lab5,NEBNext,NA,1
1,iso_5p_count,NEB-Plasma-1_S85553_AGTCAA,1554,Lab5,NEBNext,NA,1
2,iso_add_count,NEB-Plasma-1_S85553_AGTCAA,5915,Lab5,NEBNext,NA,1
3,iso_snp_count,NEB-Plasma-1_S85553_AGTCAA,1925,Lab5,NEBNext,NA,1
4,iso_snp_central_count,NEB-Plasma-1_S85553_AGTCAA,1448,Lab5,NEBNext,NA,1
5,iso_snp_central_offset_count,NEB-Plasma-1_S85553_AGTCAA,425,Lab5,NEBNext,NA,1
6,iso_snp_central_supp_count,NEB-Plasma-1_S85553_AGTCAA,1795,Lab5,NEBNext,NA,1
7,iso_snp_seed_count,NEB-Plasma-1_S85553_AGTCAA,2044,Lab5,NEBNext,NA,1
8,isomiR_count,NEB-Plasma-1_S85553_AGTCAA,11247,Lab5,NEBNext,NA,1
9,ref_miRNA_count,NEB-Plasma-1_S85553_AGTCAA,319,Lab5,NEBNext,NA,1
0,iso_3p_mean,NEB-Plasma-1_S85553_AGTCAA,87.2527242246,Lab5,NEBNext,NA,1
1,iso_5p_mean,NEB-Plasma-1_S85553_AGTCAA,44.5952380952,Lab5,NEBNext,NA,1
2,iso_add_mean,NEB-Plasma-1_S85553_AGTCAA,60.0194420964,Lab5,NEBNext,NA,1
3,iso_snp_mean,NEB-Plasma-1_S85553_AGTCAA,17.9984415584,Lab5,NEBNext,NA,1
4,iso_snp_central_mean,NEB-Plasma-1_S85553_AGTCAA,15.1215469613,Lab5,NEBNext,NA,1
5,iso_snp_central_offset_mean,NEB-Plasma-1_S85553_AGTCAA,16.1294117647,Lab5,NEBNext,NA,1
6,iso_snp_central_supp_mean,NEB-Plasma-1_S85553_AGTCAA,13.738718663,Lab5,NEBNext,NA,1
7,iso_snp_seed_mean,NEB-Plasma-1_S85553_AGTCAA,13.3380626223,Lab5,NEBNext,NA,1
8,isomiR_mean,NEB-Plasma-1_S85553_AGTCAA,78.7920334311,Lab5,NEBNext,NA,1
9,ref_miRNA_mean,NEB-Plasma-1_S85553_AGTCAA,2282.30407524,Lab5,NEBNext,NA,1
0,iso_3p_sum,NEB-Plasma-2_S85554_AGTTCC,676858,Lab5,NEBNext,NA,2
1,iso_5p_sum,NEB-Plasma-2_S85554_AGTTCC,73288,Lab5,NEBNext,NA,2
2,iso_add_sum,NEB-Plasma-2_S85554_AGTTCC,371730,Lab5,NEBNext,NA,2
3,iso_snp_sum,NEB-Plasma-2_S85554_AGTTCC,38168,Lab5,NEBNext,NA,2
4,iso_snp_central_sum,NEB-Plasma-2_S85554_AGTTCC,23870,Lab5,NEBNext,NA,2
5,iso_snp_central_offset_sum,NEB-Plasma-2_S85554_AGTTCC,7930,Lab5,NEBNext,NA,2
6,iso_snp_central_supp_sum,NEB-Plasma-2_S85554_AGTTCC,27440,Lab5,NEBNext,NA,2
7,iso_snp_seed_sum,NEB-Plasma-2_S85554_AGTTCC,30289,Lab5,NEBNext,NA,2
8,isomiR_sum,NEB-Plasma-2_S85554_AGTTCC,968395,Lab5,NEBNext,NA,2
9,ref_miRNA_sum,NEB-Plasma-2_S85554_AGTTCC,788420,Lab5,NEBNext,NA,2
0,iso_3p_count,NEB-Plasma-2_S85554_AGTTCC,7497,Lab5,NEBNext,NA,2
1,iso_5p_count,NEB-Plasma-2_S85554_AGTTCC,1630,Lab5,NEBNext,NA,2
2,iso_add_count,NEB-Plasma-2_S85554_AGTTCC,6079,Lab5,NEBNext,NA,2
3,iso_snp_count,NEB-Plasma-2_S85554_AGTTCC,2043,Lab5,NEBNext,NA,2
4,iso_snp_central_count,NEB-Plasma-2_S85554_AGTTCC,1546,Lab5,NEBNext,NA,2
5,iso_snp_central_offset_count,NEB-Plasma-2_S85554_AGTTCC,428,Lab5,NEBNext,NA,2
6,iso_snp_central_supp_count,NEB-Plasma-2_S85554_AGTTCC,1947,Lab5,NEBNext,NA,2
7,iso_snp_seed_count,NEB-Plasma-2_S85554_AGTTCC,2197,Lab5,NEBNext,NA,2
8,isomiR_count,NEB-Plasma-2_S85554_AGTTCC,11831,Lab5,NEBNext,NA,2
9,ref_miRNA_count,NEB-Plasma-2_S85554_AGTTCC,269,Lab5,NEBNext,NA,2
0,iso_3p_mean,NEB-Plasma-2_S85554_AGTTCC,90.2838468721,Lab5,NEBNext,NA,2
1,iso_5p_mean,NEB-Plasma-2_S85554_AGTTCC,44.9619631902,Lab5,NEBNext,NA,2
2,iso_add_mean,NEB-Plasma-2_S85554_AGTTCC,61.1498601744,Lab5,NEBNext,NA,2
3,iso_snp_mean,NEB-Plasma-2_S85554_AGTTCC,18.682329907,Lab5,NEBNext,NA,2
4,iso_snp_central_mean,NEB-Plasma-2_S85554_AGTTCC,15.4398447607,Lab5,NEBNext,NA,2
5,iso_snp_central_offset_mean,NEB-Plasma-2_S85554_AGTTCC,18.5280373832,Lab5,NEBNext,NA,2
6,iso_snp_central_supp_mean,NEB-Plasma-2_S85554_AGTTCC,14.0934771443,Lab5,NEBNext,NA,2
7,iso_snp_seed_mean,NEB-Plasma-2_S85554_AGTTCC,13.7865270824,Lab5,NEBNext,NA,2
8,isomiR_mean,NEB-Plasma-2_S85554_AGTTCC,81.8523370806,Lab5,NEBNext,NA,2
9,ref_miRNA_mean,NEB-Plasma-2_S85554_AGTTCC,2930.92936803,Lab5,NEBNext,NA,2
0,iso_3p_sum,NEB-Plasma-3_S85555_ATGTCA,493566,Lab5,NEBNext,NA,3
1,iso_5p_sum,NEB-Plasma-3_S85555_ATGTCA,51627,Lab5,NEBNext,NA,3
2,iso_add_sum,NEB-Plasma-3_S85555_ATGTCA,281211,Lab5,NEBNext,NA,3
3,iso_snp_sum,NEB-Plasma-3_S85555_ATGTCA,26616,Lab5,NEBNext,NA,3
4,iso_snp_central_sum,NEB-Plasma-3_S85555_ATGTCA,16056,Lab5,NEBNext,NA,3
5,iso_snp_central_offset_sum,NEB-Plasma-3_S85555_ATGTCA,4949,Lab5,NEBNext,NA,3
6,iso_snp_central_supp_sum,NEB-Plasma-3_S85555_ATGTCA,18949,Lab5,NEBNext,NA,3
7,iso_snp_seed_sum,NEB-Plasma-3_S85555_ATGTCA,20526,Lab5,NEBNext,NA,3
8,isomiR_sum,NEB-Plasma-3_S85555_ATGTCA,697260,Lab5,NEBNext,NA,3
9,ref_miRNA_sum,NEB-Plasma-3_S85555_ATGTCA,528735,Lab5,NEBNext,NA,3
0,iso_3p_count,NEB-Plasma-3_S85555_ATGTCA,6968,Lab5,NEBNext,NA,3
1,iso_5p_count,NEB-Plasma-3_S85555_ATGTCA,1543,Lab5,NEBNext,NA,3
2,iso_add_count,NEB-Plasma-3_S85555_ATGTCA,5716,Lab5,NEBNext,NA,3
3,iso_snp_count,NEB-Plasma-3_S85555_ATGTCA,1855,Lab5,NEBNext,NA,3
4,iso_snp_central_count,NEB-Plasma-3_S85555_ATGTCA,1411,Lab5,NEBNext,NA,3
5,iso_snp_central_offset_count,NEB-Plasma-3_S85555_ATGTCA,363,Lab5,NEBNext,NA,3
6,iso_snp_central_supp_count,NEB-Plasma-3_S85555_ATGTCA,1636,Lab5,NEBNext,NA,3
7,iso_snp_seed_count,NEB-Plasma-3_S85555_ATGTCA,1948,Lab5,NEBNext,NA,3
8,isomiR_count,NEB-Plasma-3_S85555_ATGTCA,11064,Lab5,NEBNext,NA,3
9,ref_miRNA_count,NEB-Plasma-3_S85555_ATGTCA,328,Lab5,NEBNext,NA,3
0,iso_3p_mean,NEB-Plasma-3_S85555_ATGTCA,70.8332376579,Lab5,NEBNext,NA,3
1,iso_5p_mean,NEB-Plasma-3_S85555_ATGTCA,33.4588464031,Lab5,NEBNext,NA,3
2,iso_add_mean,NEB-Plasma-3_S85555_ATGTCA,49.1971658502,Lab5,NEBNext,NA,3
3,iso_snp_mean,NEB-Plasma-3_S85555_ATGTCA,14.3482479784,Lab5,NEBNext,NA,3
4,iso_snp_central_mean,NEB-Plasma-3_S85555_ATGTCA,11.3791637137,Lab5,NEBNext,NA,3
5,iso_snp_central_offset_mean,NEB-Plasma-3_S85555_ATGTCA,13.6336088154,Lab5,NEBNext,NA,3
6,iso_snp_central_supp_mean,NEB-Plasma-3_S85555_ATGTCA,11.5825183374,Lab5,NEBNext,NA,3
7,iso_snp_seed_mean,NEB-Plasma-3_S85555_ATGTCA,10.5369609856,Lab5,NEBNext,NA,3
8,isomiR_mean,NEB-Plasma-3_S85555_ATGTCA,63.0206073753,Lab5,NEBNext,NA,3
9,ref_miRNA_mean,NEB-Plasma-3_S85555_ATGTCA,1611.99695122,Lab5,NEBNext,NA,3
0,iso_3p_sum,NEB-Plasma-4_S85556_CCGTCC,708138,Lab5,NEBNext,NA,4
1,iso_5p_sum,NEB-Plasma-4_S85556_CCGTCC,72473,Lab5,NEBNext,NA,4
2,iso_add_sum,NEB-Plasma-4_S85556_CCGTCC,375050,Lab5,NEBNext,NA,4
3,iso_snp_sum,NEB-Plasma-4_S85556_CCGTCC,38012,Lab5,NEBNext,NA,4
4,iso_snp_central_sum,NEB-Plasma-4_S85556_CCGTCC,23120,Lab5,NEBNext,NA,4
5,iso_snp_central_offset_sum,NEB-Plasma-4_S85556_CCGTCC,7146,Lab5,NEBNext,NA,4
6,iso_snp_central_supp_sum,NEB-Plasma-4_S85556_CCGTCC,26849,Lab5,NEBNext,NA,4
7,iso_snp_seed_sum,NEB-Plasma-4_S85556_CCGTCC,29329,Lab5,NEBNext,NA,4
8,isomiR_sum,NEB-Plasma-4_S85556_CCGTCC,981844,Lab5,NEBNext,NA,4
9,ref_miRNA_sum,NEB-Plasma-4_S85556_CCGTCC,723315,Lab5,NEBNext,NA,4
0,iso_3p_count,NEB-Plasma-4_S85556_CCGTCC,8487,Lab5,NEBNext,NA,4
1,iso_5p_count,NEB-Plasma-4_S85556_CCGTCC,1915,Lab5,NEBNext,NA,4
2,iso_add_count,NEB-Plasma-4_S85556_CCGTCC,6869,Lab5,NEBNext,NA,4
3,iso_snp_count,NEB-Plasma-4_S85556_CCGTCC,2326,Lab5,NEBNext,NA,4
4,iso_snp_central_count,NEB-Plasma-4_S85556_CCGTCC,1794,Lab5,NEBNext,NA,4
5,iso_snp_central_offset_count,NEB-Plasma-4_S85556_CCGTCC,444,Lab5,NEBNext,NA,4
6,iso_snp_central_supp_count,NEB-Plasma-4_S85556_CCGTCC,2113,Lab5,NEBNext,NA,4
7,iso_snp_seed_count,NEB-Plasma-4_S85556_CCGTCC,2400,Lab5,NEBNext,NA,4
8,isomiR_count,NEB-Plasma-4_S85556_CCGTCC,13451,Lab5,NEBNext,NA,4
9,ref_miRNA_count,NEB-Plasma-4_S85556_CCGTCC,310,Lab5,NEBNext,NA,4
0,iso_3p_mean,NEB-Plasma-4_S85556_CCGTCC,83.4379639449,Lab5,NEBNext,NA,4
1,iso_5p_mean,NEB-Plasma-4_S85556_CCGTCC,37.8449086162,Lab5,NEBNext,NA,4
2,iso_add_mean,NEB-Plasma-4_S85556_CCGTCC,54.6003785122,Lab5,NEBNext,NA,4
3,iso_snp_mean,NEB-Plasma-4_S85556_CCGTCC,16.3422184007,Lab5,NEBNext,NA,4
4,iso_snp_central_mean,NEB-Plasma-4_S85556_CCGTCC,12.8874024526,Lab5,NEBNext,NA,4
5,iso_snp_central_offset_mean,NEB-Plasma-4_S85556_CCGTCC,16.0945945946,Lab5,NEBNext,NA,4
6,iso_snp_central_supp_mean,NEB-Plasma-4_S85556_CCGTCC,12.7065783247,Lab5,NEBNext,NA,4
7,iso_snp_seed_mean,NEB-Plasma-4_S85556_CCGTCC,12.2204166667,Lab5,NEBNext,NA,4
8,isomiR_mean,NEB-Plasma-4_S85556_CCGTCC,72.9941268307,Lab5,NEBNext,NA,4
9,ref_miRNA_mean,NEB-Plasma-4_S85556_CCGTCC,2333.27419355,Lab5,NEBNext,NA,4
0,iso_3p_sum,PT_37_S5_L001_R1_001,149312,Lab4,TrueSeq,NA,1
1,iso_5p_sum,PT_37_S5_L001_R1_001,11889,Lab4,TrueSeq,NA,1
2,iso_add_sum,PT_37_S5_L001_R1_001,138018,Lab4,TrueSeq,NA,1
3,iso_snp_sum,PT_37_S5_L001_R1_001,4166,Lab4,TrueSeq,NA,1
4,iso_snp_central_sum,PT_37_S5_L001_R1_001,1099,Lab4,TrueSeq,NA,1
5,iso_snp_central_offset_sum,PT_37_S5_L001_R1_001,504,Lab4,TrueSeq,NA,1
6,iso_snp_central_supp_sum,PT_37_S5_L001_R1_001,874,Lab4,TrueSeq,NA,1
7,iso_snp_seed_sum,PT_37_S5_L001_R1_001,494,Lab4,TrueSeq,NA,1
8,isomiR_sum,PT_37_S5_L001_R1_001,255563,Lab4,TrueSeq,NA,1
9,ref_miRNA_sum,PT_37_S5_L001_R1_001,274992,Lab4,TrueSeq,NA,1
0,iso_3p_count,PT_37_S5_L001_R1_001,2525,Lab4,TrueSeq,NA,1
1,iso_5p_count,PT_37_S5_L001_R1_001,842,Lab4,TrueSeq,NA,1
2,iso_add_count,PT_37_S5_L001_R1_001,2254,Lab4,TrueSeq,NA,1
3,iso_snp_count,PT_37_S5_L001_R1_001,505,Lab4,TrueSeq,NA,1
4,iso_snp_central_count,PT_37_S5_L001_R1_001,156,Lab4,TrueSeq,NA,1
5,iso_snp_central_offset_count,PT_37_S5_L001_R1_001,39,Lab4,TrueSeq,NA,1
6,iso_snp_central_supp_count,PT_37_S5_L001_R1_001,178,Lab4,TrueSeq,NA,1
7,iso_snp_seed_count,PT_37_S5_L001_R1_001,143,Lab4,TrueSeq,NA,1
8,isomiR_count,PT_37_S5_L001_R1_001,3938,Lab4,TrueSeq,NA,1
9,ref_miRNA_count,PT_37_S5_L001_R1_001,505,Lab4,TrueSeq,NA,1
0,iso_3p_mean,PT_37_S5_L001_R1_001,59.1334653465,Lab4,TrueSeq,NA,1
1,iso_5p_mean,PT_37_S5_L001_R1_001,14.1199524941,Lab4,TrueSeq,NA,1
2,iso_add_mean,PT_37_S5_L001_R1_001,61.2324755989,Lab4,TrueSeq,NA,1
3,iso_snp_mean,PT_37_S5_L001_R1_001,8.2495049505,Lab4,TrueSeq,NA,1
4,iso_snp_central_mean,PT_37_S5_L001_R1_001,7.04487179487,Lab4,TrueSeq,NA,1
5,iso_snp_central_offset_mean,PT_37_S5_L001_R1_001,12.9230769231,Lab4,TrueSeq,NA,1
6,iso_snp_central_supp_mean,PT_37_S5_L001_R1_001,4.91011235955,Lab4,TrueSeq,NA,1
7,iso_snp_seed_mean,PT_37_S5_L001_R1_001,3.45454545455,Lab4,TrueSeq,NA,1
8,isomiR_mean,PT_37_S5_L001_R1_001,64.8966480447,Lab4,TrueSeq,NA,1
9,ref_miRNA_mean,PT_37_S5_L001_R1_001,544.538613861,Lab4,TrueSeq,NA,1
0,iso_3p_sum,PT_38_S6_L001_R1_001,121139,Lab4,TrueSeq,NA,2
1,iso_5p_sum,PT_38_S6_L001_R1_001,9610,Lab4,TrueSeq,NA,2
2,iso_add_sum,PT_38_S6_L001_R1_001,114362,Lab4,TrueSeq,NA,2
3,iso_snp_sum,PT_38_S6_L001_R1_001,3547,Lab4,TrueSeq,NA,2
4,iso_snp_central_sum,PT_38_S6_L001_R1_001,1027,Lab4,TrueSeq,NA,2
5,iso_snp_central_offset_sum,PT_38_S6_L001_R1_001,363,Lab4,TrueSeq,NA,2
6,iso_snp_central_supp_sum,PT_38_S6_L001_R1_001,848,Lab4,TrueSeq,NA,2
7,iso_snp_seed_sum,PT_38_S6_L001_R1_001,446,Lab4,TrueSeq,NA,2
8,isomiR_sum,PT_38_S6_L001_R1_001,208975,Lab4,TrueSeq,NA,2
9,ref_miRNA_sum,PT_38_S6_L001_R1_001,234474,Lab4,TrueSeq,NA,2
0,iso_3p_count,PT_38_S6_L001_R1_001,2281,Lab4,TrueSeq,NA,2
1,iso_5p_count,PT_38_S6_L001_R1_001,750,Lab4,TrueSeq,NA,2
2,iso_add_count,PT_38_S6_L001_R1_001,2058,Lab4,TrueSeq,NA,2
3,iso_snp_count,PT_38_S6_L001_R1_001,466,Lab4,TrueSeq,NA,2
4,iso_snp_central_count,PT_38_S6_L001_R1_001,151,Lab4,TrueSeq,NA,2
5,iso_snp_central_offset_count,PT_38_S6_L001_R1_001,42,Lab4,TrueSeq,NA,2
6,iso_snp_central_supp_count,PT_38_S6_L001_R1_001,189,Lab4,TrueSeq,NA,2
7,iso_snp_seed_count,PT_38_S6_L001_R1_001,140,Lab4,TrueSeq,NA,2
8,isomiR_count,PT_38_S6_L001_R1_001,3647,Lab4,TrueSeq,NA,2
9,ref_miRNA_count,PT_38_S6_L001_R1_001,507,Lab4,TrueSeq,NA,2
0,iso_3p_mean,PT_38_S6_L001_R1_001,53.1078474353,Lab4,TrueSeq,NA,2
1,iso_5p_mean,PT_38_S6_L001_R1_001,12.8133333333,Lab4,TrueSeq,NA,2
2,iso_add_mean,PT_38_S6_L001_R1_001,55.5694849368,Lab4,TrueSeq,NA,2
3,iso_snp_mean,PT_38_S6_L001_R1_001,7.61158798283,Lab4,TrueSeq,NA,2
4,iso_snp_central_mean,PT_38_S6_L001_R1_001,6.80132450331,Lab4,TrueSeq,NA,2
5,iso_snp_central_offset_mean,PT_38_S6_L001_R1_001,8.64285714286,Lab4,TrueSeq,NA,2
6,iso_snp_central_supp_mean,PT_38_S6_L001_R1_001,4.48677248677,Lab4,TrueSeq,NA,2
7,iso_snp_seed_mean,PT_38_S6_L001_R1_001,3.18571428571,Lab4,TrueSeq,NA,2
8,isomiR_mean,PT_38_S6_L001_R1_001,57.3005209761,Lab4,TrueSeq,NA,2
9,ref_miRNA_mean,PT_38_S6_L001_R1_001,462.473372781,Lab4,TrueSeq,NA,2
0,iso_3p_sum,PT_39_S7_L001_R1_001,126823,Lab4,TrueSeq,NA,3
1,iso_5p_sum,PT_39_S7_L001_R1_001,10296,Lab4,TrueSeq,NA,3
2,iso_add_sum,PT_39_S7_L001_R1_001,120355,Lab4,TrueSeq,NA,3
3,iso_snp_sum,PT_39_S7_L001_R1_001,3691,Lab4,TrueSeq,NA,3
4,iso_snp_central_sum,PT_39_S7_L001_R1_001,1147,Lab4,TrueSeq,NA,3
5,iso_snp_central_offset_sum,PT_39_S7_L001_R1_001,395,Lab4,TrueSeq,NA,3
6,iso_snp_central_supp_sum,PT_39_S7_L001_R1_001,904,Lab4,TrueSeq,NA,3
7,iso_snp_seed_sum,PT_39_S7_L001_R1_001,527,Lab4,TrueSeq,NA,3
8,isomiR_sum,PT_39_S7_L001_R1_001,220569,Lab4,TrueSeq,NA,3
9,ref_miRNA_sum,PT_39_S7_L001_R1_001,243333,Lab4,TrueSeq,NA,3
0,iso_3p_count,PT_39_S7_L001_R1_001,2377,Lab4,TrueSeq,NA,3
1,iso_5p_count,PT_39_S7_L001_R1_001,826,Lab4,TrueSeq,NA,3
2,iso_add_count,PT_39_S7_L001_R1_001,2103,Lab4,TrueSeq,NA,3
3,iso_snp_count,PT_39_S7_L001_R1_001,470,Lab4,TrueSeq,NA,3
4,iso_snp_central_count,PT_39_S7_L001_R1_001,163,Lab4,TrueSeq,NA,3
5,iso_snp_central_offset_count,PT_39_S7_L001_R1_001,55,Lab4,TrueSeq,NA,3
6,iso_snp_central_supp_count,PT_39_S7_L001_R1_001,186,Lab4,TrueSeq,NA,3
7,iso_snp_seed_count,PT_39_S7_L001_R1_001,149,Lab4,TrueSeq,NA,3
8,isomiR_count,PT_39_S7_L001_R1_001,3781,Lab4,TrueSeq,NA,3
9,ref_miRNA_count,PT_39_S7_L001_R1_001,507,Lab4,TrueSeq,NA,3
0,iso_3p_mean,PT_39_S7_L001_R1_001,53.3542280185,Lab4,TrueSeq,NA,3
1,iso_5p_mean,PT_39_S7_L001_R1_001,12.4648910412,Lab4,TrueSeq,NA,3
2,iso_add_mean,PT_39_S7_L001_R1_001,57.2301474085,Lab4,TrueSeq,NA,3
3,iso_snp_mean,PT_39_S7_L001_R1_001,7.85319148936,Lab4,TrueSeq,NA,3
4,iso_snp_central_mean,PT_39_S7_L001_R1_001,7.03680981595,Lab4,TrueSeq,NA,3
5,iso_snp_central_offset_mean,PT_39_S7_L001_R1_001,7.18181818182,Lab4,TrueSeq,NA,3
6,iso_snp_central_supp_mean,PT_39_S7_L001_R1_001,4.86021505376,Lab4,TrueSeq,NA,3
7,iso_snp_seed_mean,PT_39_S7_L001_R1_001,3.53691275168,Lab4,TrueSeq,NA,3
8,isomiR_mean,PT_39_S7_L001_R1_001,58.3361544565,Lab4,TrueSeq,NA,3
9,ref_miRNA_mean,PT_39_S7_L001_R1_001,479.946745562,Lab4,TrueSeq,NA,3
0,iso_3p_sum,PT_40_S8_L001_R1_001,128443,Lab4,TrueSeq,NA,4
1,iso_5p_sum,PT_40_S8_L001_R1_001,10809,Lab4,TrueSeq,NA,4
2,iso_add_sum,PT_40_S8_L001_R1_001,125119,Lab4,TrueSeq,NA,4
3,iso_snp_sum,PT_40_S8_L001_R1_001,3903,Lab4,TrueSeq,NA,4
4,iso_snp_central_sum,PT_40_S8_L001_R1_001,996,Lab4,TrueSeq,NA,4
5,iso_snp_central_offset_sum,PT_40_S8_L001_R1_001,356,Lab4,TrueSeq,NA,4
6,iso_snp_central_supp_sum,PT_40_S8_L001_R1_001,825,Lab4,TrueSeq,NA,4
7,iso_snp_seed_sum,PT_40_S8_L001_R1_001,452,Lab4,TrueSeq,NA,4
8,isomiR_sum,PT_40_S8_L001_R1_001,225925,Lab4,TrueSeq,NA,4
9,ref_miRNA_sum,PT_40_S8_L001_R1_001,245292,Lab4,TrueSeq,NA,4
0,iso_3p_count,PT_40_S8_L001_R1_001,2304,Lab4,TrueSeq,NA,4
1,iso_5p_count,PT_40_S8_L001_R1_001,782,Lab4,TrueSeq,NA,4
2,iso_add_count,PT_40_S8_L001_R1_001,2075,Lab4,TrueSeq,NA,4
3,iso_snp_count,PT_40_S8_L001_R1_001,477,Lab4,TrueSeq,NA,4
4,iso_snp_central_count,PT_40_S8_L001_R1_001,147,Lab4,TrueSeq,NA,4
5,iso_snp_central_offset_count,PT_40_S8_L001_R1_001,45,Lab4,TrueSeq,NA,4
6,iso_snp_central_supp_count,PT_40_S8_L001_R1_001,173,Lab4,TrueSeq,NA,4
7,iso_snp_seed_count,PT_40_S8_L001_R1_001,137,Lab4,TrueSeq,NA,4
8,isomiR_count,PT_40_S8_L001_R1_001,3646,Lab4,TrueSeq,NA,4
9,ref_miRNA_count,PT_40_S8_L001_R1_001,498,Lab4,TrueSeq,NA,4
0,iso_3p_mean,PT_40_S8_L001_R1_001,55.7478298611,Lab4,TrueSeq,NA,4
1,iso_5p_mean,PT_40_S8_L001_R1_001,13.8222506394,Lab4,TrueSeq,NA,4
2,iso_add_mean,PT_40_S8_L001_R1_001,60.298313253,Lab4,TrueSeq,NA,4
3,iso_snp_mean,PT_40_S8_L001_R1_001,8.18238993711,Lab4,TrueSeq,NA,4
4,iso_snp_central_mean,PT_40_S8_L001_R1_001,6.77551020408,Lab4,TrueSeq,NA,4
5,iso_snp_central_offset_mean,PT_40_S8_L001_R1_001,7.91111111111,Lab4,TrueSeq,NA,4
6,iso_snp_central_supp_mean,PT_40_S8_L001_R1_001,4.76878612717,Lab4,TrueSeq,NA,4
7,iso_snp_seed_mean,PT_40_S8_L001_R1_001,3.29927007299,Lab4,TrueSeq,NA,4
8,isomiR_mean,PT_40_S8_L001_R1_001,61.9651673066,Lab4,TrueSeq,NA,4
9,ref_miRNA_mean,PT_40_S8_L001_R1_001,492.554216867,Lab4,TrueSeq,NA,4
0,iso_3p_sum,Plas_N13_S13_L008_R1_001,77380,Lab4,NEBNext,NA,1
1,iso_5p_sum,Plas_N13_S13_L008_R1_001,5932,Lab4,NEBNext,NA,1
2,iso_add_sum,Plas_N13_S13_L008_R1_001,51288,Lab4,NEBNext,NA,1
3,iso_snp_sum,Plas_N13_S13_L008_R1_001,3148,Lab4,NEBNext,NA,1
4,iso_snp_central_sum,Plas_N13_S13_L008_R1_001,1844,Lab4,NEBNext,NA,1
5,iso_snp_central_offset_sum,Plas_N13_S13_L008_R1_001,600,Lab4,NEBNext,NA,1
6,iso_snp_central_supp_sum,Plas_N13_S13_L008_R1_001,2003,Lab4,NEBNext,NA,1
7,iso_snp_seed_sum,Plas_N13_S13_L008_R1_001,2302,Lab4,NEBNext,NA,1
8,isomiR_sum,Plas_N13_S13_L008_R1_001,113532,Lab4,NEBNext,NA,1
9,ref_miRNA_sum,Plas_N13_S13_L008_R1_001,89864,Lab4,NEBNext,NA,1
0,iso_3p_count,Plas_N13_S13_L008_R1_001,2366,Lab4,NEBNext,NA,1
1,iso_5p_count,Plas_N13_S13_L008_R1_001,506,Lab4,NEBNext,NA,1
2,iso_add_count,Plas_N13_S13_L008_R1_001,2038,Lab4,NEBNext,NA,1
3,iso_snp_count,Plas_N13_S13_L008_R1_001,528,Lab4,NEBNext,NA,1
4,iso_snp_central_count,Plas_N13_S13_L008_R1_001,332,Lab4,NEBNext,NA,1
5,iso_snp_central_offset_count,Plas_N13_S13_L008_R1_001,93,Lab4,NEBNext,NA,1
6,iso_snp_central_supp_count,Plas_N13_S13_L008_R1_001,364,Lab4,NEBNext,NA,1
7,iso_snp_seed_count,Plas_N13_S13_L008_R1_001,436,Lab4,NEBNext,NA,1
8,isomiR_count,Plas_N13_S13_L008_R1_001,3845,Lab4,NEBNext,NA,1
9,ref_miRNA_count,Plas_N13_S13_L008_R1_001,265,Lab4,NEBNext,NA,1
0,iso_3p_mean,Plas_N13_S13_L008_R1_001,32.7049873204,Lab4,NEBNext,NA,1
1,iso_5p_mean,Plas_N13_S13_L008_R1_001,11.7233201581,Lab4,NEBNext,NA,1
2,iso_add_mean,Plas_N13_S13_L008_R1_001,25.1658488714,Lab4,NEBNext,NA,1
3,iso_snp_mean,Plas_N13_S13_L008_R1_001,5.96212121212,Lab4,NEBNext,NA,1
4,iso_snp_central_mean,Plas_N13_S13_L008_R1_001,5.55421686747,Lab4,NEBNext,NA,1
5,iso_snp_central_offset_mean,Plas_N13_S13_L008_R1_001,6.45161290323,Lab4,NEBNext,NA,1
6,iso_snp_central_supp_mean,Plas_N13_S13_L008_R1_001,5.50274725275,Lab4,NEBNext,NA,1
7,iso_snp_seed_mean,Plas_N13_S13_L008_R1_001,5.27981651376,Lab4,NEBNext,NA,1
8,isomiR_mean,Plas_N13_S13_L008_R1_001,29.5271781534,Lab4,NEBNext,NA,1
9,ref_miRNA_mean,Plas_N13_S13_L008_R1_001,339.109433962,Lab4,NEBNext,NA,1
0,iso_3p_sum,Plas_N14_S14_L008_R1_001,78238,Lab4,NEBNext,NA,2
1,iso_5p_sum,Plas_N14_S14_L008_R1_001,5921,Lab4,NEBNext,NA,2
2,iso_add_sum,Plas_N14_S14_L008_R1_001,52749,Lab4,NEBNext,NA,2
3,iso_snp_sum,Plas_N14_S14_L008_R1_001,3248,Lab4,NEBNext,NA,2
