X1,category,sample,counts,lab,lib_method_simple,lane,replicate
846,isomiR_sum,DG-PlasmaMP-NEB-4_S21_R1_001,1062958,Lab2,NEBNext,NA,4
855,isomiR_sum,NEB-Plasma-1_S85553_AGTCAA,900768,Lab5,NEBNext,NA,1
856,isomiR_sum,NEB-Plasma-3_S85555_ATGTCA,697675,Lab5,NEBNext,NA,3
857,isomiR_sum,NEB-Plasma-4_S85556_CCGTCC,981746,Lab5,NEBNext,NA,4
858,isomiR_sum,PT_37_S5_L001_R1_001,253305,Lab4,TrueSeq,NA,1
859,isomiR_sum,PT_38_S6_L001_R1_001,208014,Lab4,TrueSeq,NA,2
860,isomiR_sum,PT_39_S7_L001_R1_001,219430,Lab4,TrueSeq,NA,3
861,isomiR_sum,PT_40_S8_L001_R1_001,224337,Lab4,TrueSeq,NA,4
866,isomiR_sum,Plas_N13_S13_L008_R1_001,118225,Lab4,NEBNext,NA,1
867,isomiR_sum,Plas_N14_S14_L008_R1_001,119659,Lab4,NEBNext,NA,2
868,isomiR_sum,Plas_N15_S15_L008_R1_001,121623,Lab4,NEBNext,NA,3
869,isomiR_sum,Plas_N16_S16_L008_R1_001,86935,Lab4,NEBNext,NA,4
886,isomiR_sum,PlasmaMP-TruSeq-1,687979,Lab2,TrueSeq,NA,1
887,isomiR_sum,PlasmaMP-TruSeq-2,692213,Lab2,TrueSeq,NA,2
888,isomiR_sum,PlasmaMP-TruSeq-3,591927,Lab2,TrueSeq,NA,3
889,isomiR_sum,PlasmaMP-TruSeq-4,658209,Lab2,TrueSeq,NA,4
890,isomiR_sum,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,741573,Lab5,TrueSeq,NA,1
891,isomiR_sum,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,907640,Lab5,TrueSeq,NA,2
892,isomiR_sum,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,874318,Lab5,TrueSeq,NA,3
893,isomiR_sum,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,958558,Lab5,TrueSeq,NA,4
894,isomiR_sum,TruSeq_Plasma_1_S123_L008_R1_001,3049,Lab1,TrueSeq,NA,1
895,isomiR_sum,TruSeq_Plasma_2_S124_L008_R1_001,60542,Lab1,TrueSeq,NA,2
896,isomiR_sum,TruSeq_Plasma_3_S125_L008_R1_001,90591,Lab1,TrueSeq,NA,3
897,isomiR_sum,TruSeq_Plasma_4_S126_L008_R1_001,28359,Lab1,TrueSeq,NA,4
941,ref_miRNA_sum,DE-PlasmaMP-NEB-1_S1_R1_001,795514,Lab1,NEBNext,NA,1
942,ref_miRNA_sum,DE-PlasmaMP-NEB-2_S2_R1_001,761297,Lab1,NEBNext,NA,2
943,ref_miRNA_sum,DE-PlasmaMP-NEB-3_S3_R1_001,608347,Lab1,NEBNext,NA,3
944,ref_miRNA_sum,DE-PlasmaMP-NEB-4_S4_R1_001,556306,Lab1,NEBNext,NA,4
945,ref_miRNA_sum,DG-PlasmaMP-NEB-1_S18_R1_001,962721,Lab2,NEBNext,NA,1
946,ref_miRNA_sum,DG-PlasmaMP-NEB-2_S19_R1_001,885566,Lab2,NEBNext,NA,2
947,ref_miRNA_sum,DG-PlasmaMP-NEB-3_S20_R1_001,952243,Lab2,NEBNext,NA,3
948,ref_miRNA_sum,DG-PlasmaMP-NEB-4_S21_R1_001,868935,Lab2,NEBNext,NA,4
957,ref_miRNA_sum,NEB-Plasma-1_S85553_AGTCAA,729238,Lab5,NEBNext,NA,1
958,ref_miRNA_sum,NEB-Plasma-3_S85555_ATGTCA,530058,Lab5,NEBNext,NA,3
959,ref_miRNA_sum,NEB-Plasma-4_S85556_CCGTCC,724780,Lab5,NEBNext,NA,4
960,ref_miRNA_sum,PT_37_S5_L001_R1_001,274328,Lab4,TrueSeq,NA,1
961,ref_miRNA_sum,PT_38_S6_L001_R1_001,233748,Lab4,TrueSeq,NA,2
962,ref_miRNA_sum,PT_39_S7_L001_R1_001,242605,Lab4,TrueSeq,NA,3
963,ref_miRNA_sum,PT_40_S8_L001_R1_001,244603,Lab4,TrueSeq,NA,4
968,ref_miRNA_sum,Plas_N13_S13_L008_R1_001,90226,Lab4,NEBNext,NA,1
969,ref_miRNA_sum,Plas_N14_S14_L008_R1_001,90502,Lab4,NEBNext,NA,2
970,ref_miRNA_sum,Plas_N15_S15_L008_R1_001,95564,Lab4,NEBNext,NA,3
971,ref_miRNA_sum,Plas_N16_S16_L008_R1_001,68933,Lab4,NEBNext,NA,4
988,ref_miRNA_sum,PlasmaMP-TruSeq-1,652414,Lab2,TrueSeq,NA,1
989,ref_miRNA_sum,PlasmaMP-TruSeq-2,649114,Lab2,TrueSeq,NA,2
990,ref_miRNA_sum,PlasmaMP-TruSeq-3,552924,Lab2,TrueSeq,NA,3
991,ref_miRNA_sum,PlasmaMP-TruSeq-4,613703,Lab2,TrueSeq,NA,4
992,ref_miRNA_sum,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,651023,Lab5,TrueSeq,NA,1
993,ref_miRNA_sum,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,784255,Lab5,TrueSeq,NA,2
994,ref_miRNA_sum,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,766451,Lab5,TrueSeq,NA,3
995,ref_miRNA_sum,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,827685,Lab5,TrueSeq,NA,4
996,ref_miRNA_sum,TruSeq_Plasma_1_S123_L008_R1_001,2385,Lab1,TrueSeq,NA,1
997,ref_miRNA_sum,TruSeq_Plasma_2_S124_L008_R1_001,34449,Lab1,TrueSeq,NA,2
998,ref_miRNA_sum,TruSeq_Plasma_3_S125_L008_R1_001,104159,Lab1,TrueSeq,NA,3
999,ref_miRNA_sum,TruSeq_Plasma_4_S126_L008_R1_001,22408,Lab1,TrueSeq,NA,4
23,iso_3p_count,DE-PlasmaMP-NEB-1_S1_R1_001,8418,Lab1,NEBNext,NA,1
24,iso_3p_count,DE-PlasmaMP-NEB-2_S2_R1_001,8305,Lab1,NEBNext,NA,2
25,iso_3p_count,DE-PlasmaMP-NEB-3_S3_R1_001,7443,Lab1,NEBNext,NA,3
26,iso_3p_count,DE-PlasmaMP-NEB-4_S4_R1_001,7367,Lab1,NEBNext,NA,4
27,iso_3p_count,DG-PlasmaMP-NEB-1_S18_R1_001,6661,Lab2,NEBNext,NA,1
28,iso_3p_count,DG-PlasmaMP-NEB-2_S19_R1_001,6514,Lab2,NEBNext,NA,2
29,iso_3p_count,DG-PlasmaMP-NEB-3_S20_R1_001,6410,Lab2,NEBNext,NA,3
30,iso_3p_count,DG-PlasmaMP-NEB-4_S21_R1_001,6689,Lab2,NEBNext,NA,4
39,iso_3p_count,NEB-Plasma-1_S85553_AGTCAA,6373,Lab5,NEBNext,NA,1
40,iso_3p_count,NEB-Plasma-3_S85555_ATGTCA,6263,Lab5,NEBNext,NA,3
41,iso_3p_count,NEB-Plasma-4_S85556_CCGTCC,7765,Lab5,NEBNext,NA,4
42,iso_3p_count,PT_37_S5_L001_R1_001,1576,Lab4,TrueSeq,NA,1
43,iso_3p_count,PT_38_S6_L001_R1_001,1484,Lab4,TrueSeq,NA,2
44,iso_3p_count,PT_39_S7_L001_R1_001,1480,Lab4,TrueSeq,NA,3
45,iso_3p_count,PT_40_S8_L001_R1_001,1478,Lab4,TrueSeq,NA,4
50,iso_3p_count,Plas_N13_S13_L008_R1_001,2520,Lab4,NEBNext,NA,1
51,iso_3p_count,Plas_N14_S14_L008_R1_001,2432,Lab4,NEBNext,NA,2
52,iso_3p_count,Plas_N15_S15_L008_R1_001,2502,Lab4,NEBNext,NA,3
53,iso_3p_count,Plas_N16_S16_L008_R1_001,2026,Lab4,NEBNext,NA,4
70,iso_3p_count,PlasmaMP-TruSeq-1,3513,Lab2,TrueSeq,NA,1
71,iso_3p_count,PlasmaMP-TruSeq-2,3509,Lab2,TrueSeq,NA,2
72,iso_3p_count,PlasmaMP-TruSeq-3,3176,Lab2,TrueSeq,NA,3
73,iso_3p_count,PlasmaMP-TruSeq-4,3274,Lab2,TrueSeq,NA,4
74,iso_3p_count,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,2479,Lab5,TrueSeq,NA,1
75,iso_3p_count,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,2770,Lab5,TrueSeq,NA,2
76,iso_3p_count,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,2773,Lab5,TrueSeq,NA,3
77,iso_3p_count,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,2722,Lab5,TrueSeq,NA,4
78,iso_3p_count,TruSeq_Plasma_1_S123_L008_R1_001,192,Lab1,TrueSeq,NA,1
79,iso_3p_count,TruSeq_Plasma_2_S124_L008_R1_001,609,Lab1,TrueSeq,NA,2
80,iso_3p_count,TruSeq_Plasma_3_S125_L008_R1_001,775,Lab1,TrueSeq,NA,3
81,iso_3p_count,TruSeq_Plasma_4_S126_L008_R1_001,470,Lab1,TrueSeq,NA,4
125,iso_5p_count,DE-PlasmaMP-NEB-1_S1_R1_001,998,Lab1,NEBNext,NA,1
126,iso_5p_count,DE-PlasmaMP-NEB-2_S2_R1_001,877,Lab1,NEBNext,NA,2
127,iso_5p_count,DE-PlasmaMP-NEB-3_S3_R1_001,786,Lab1,NEBNext,NA,3
128,iso_5p_count,DE-PlasmaMP-NEB-4_S4_R1_001,723,Lab1,NEBNext,NA,4
129,iso_5p_count,DG-PlasmaMP-NEB-1_S18_R1_001,766,Lab2,NEBNext,NA,1
130,iso_5p_count,DG-PlasmaMP-NEB-2_S19_R1_001,750,Lab2,NEBNext,NA,2
131,iso_5p_count,DG-PlasmaMP-NEB-3_S20_R1_001,688,Lab2,NEBNext,NA,3
132,iso_5p_count,DG-PlasmaMP-NEB-4_S21_R1_001,716,Lab2,NEBNext,NA,4
141,iso_5p_count,NEB-Plasma-1_S85553_AGTCAA,711,Lab5,NEBNext,NA,1
142,iso_5p_count,NEB-Plasma-3_S85555_ATGTCA,664,Lab5,NEBNext,NA,3
143,iso_5p_count,NEB-Plasma-4_S85556_CCGTCC,874,Lab5,NEBNext,NA,4
144,iso_5p_count,PT_37_S5_L001_R1_001,645,Lab4,TrueSeq,NA,1
145,iso_5p_count,PT_38_S6_L001_R1_001,631,Lab4,TrueSeq,NA,2
146,iso_5p_count,PT_39_S7_L001_R1_001,652,Lab4,TrueSeq,NA,3
147,iso_5p_count,PT_40_S8_L001_R1_001,610,Lab4,TrueSeq,NA,4
152,iso_5p_count,Plas_N13_S13_L008_R1_001,286,Lab4,NEBNext,NA,1
153,iso_5p_count,Plas_N14_S14_L008_R1_001,274,Lab4,NEBNext,NA,2
154,iso_5p_count,Plas_N15_S15_L008_R1_001,323,Lab4,NEBNext,NA,3
155,iso_5p_count,Plas_N16_S16_L008_R1_001,227,Lab4,NEBNext,NA,4
172,iso_5p_count,PlasmaMP-TruSeq-1,494,Lab2,TrueSeq,NA,1
173,iso_5p_count,PlasmaMP-TruSeq-2,534,Lab2,TrueSeq,NA,2
174,iso_5p_count,PlasmaMP-TruSeq-3,463,Lab2,TrueSeq,NA,3
175,iso_5p_count,PlasmaMP-TruSeq-4,512,Lab2,TrueSeq,NA,4
176,iso_5p_count,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,331,Lab5,TrueSeq,NA,1
177,iso_5p_count,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,360,Lab5,TrueSeq,NA,2
178,iso_5p_count,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,370,Lab5,TrueSeq,NA,3
179,iso_5p_count,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,336,Lab5,TrueSeq,NA,4
180,iso_5p_count,TruSeq_Plasma_1_S123_L008_R1_001,400,Lab1,TrueSeq,NA,1
181,iso_5p_count,TruSeq_Plasma_2_S124_L008_R1_001,1922,Lab1,TrueSeq,NA,2
182,iso_5p_count,TruSeq_Plasma_3_S125_L008_R1_001,2654,Lab1,TrueSeq,NA,3
183,iso_5p_count,TruSeq_Plasma_4_S126_L008_R1_001,1396,Lab1,TrueSeq,NA,4
227,iso_add_count,DE-PlasmaMP-NEB-1_S1_R1_001,16551,Lab1,NEBNext,NA,1
228,iso_add_count,DE-PlasmaMP-NEB-2_S2_R1_001,15743,Lab1,NEBNext,NA,2
229,iso_add_count,DE-PlasmaMP-NEB-3_S3_R1_001,12667,Lab1,NEBNext,NA,3
230,iso_add_count,DE-PlasmaMP-NEB-4_S4_R1_001,12866,Lab1,NEBNext,NA,4
231,iso_add_count,DG-PlasmaMP-NEB-1_S18_R1_001,11370,Lab2,NEBNext,NA,1
232,iso_add_count,DG-PlasmaMP-NEB-2_S19_R1_001,10736,Lab2,NEBNext,NA,2
233,iso_add_count,DG-PlasmaMP-NEB-3_S20_R1_001,10792,Lab2,NEBNext,NA,3
234,iso_add_count,DG-PlasmaMP-NEB-4_S21_R1_001,12351,Lab2,NEBNext,NA,4
243,iso_add_count,NEB-Plasma-1_S85553_AGTCAA,11559,Lab5,NEBNext,NA,1
244,iso_add_count,NEB-Plasma-3_S85555_ATGTCA,11078,Lab5,NEBNext,NA,3
245,iso_add_count,NEB-Plasma-4_S85556_CCGTCC,13134,Lab5,NEBNext,NA,4
246,iso_add_count,PT_37_S5_L001_R1_001,3558,Lab4,TrueSeq,NA,1
247,iso_add_count,PT_38_S6_L001_R1_001,3452,Lab4,TrueSeq,NA,2
248,iso_add_count,PT_39_S7_L001_R1_001,3486,Lab4,TrueSeq,NA,3
249,iso_add_count,PT_40_S8_L001_R1_001,3369,Lab4,TrueSeq,NA,4
254,iso_add_count,Plas_N13_S13_L008_R1_001,4489,Lab4,NEBNext,NA,1
255,iso_add_count,Plas_N14_S14_L008_R1_001,4689,Lab4,NEBNext,NA,2
256,iso_add_count,Plas_N15_S15_L008_R1_001,4723,Lab4,NEBNext,NA,3
257,iso_add_count,Plas_N16_S16_L008_R1_001,3560,Lab4,NEBNext,NA,4
274,iso_add_count,PlasmaMP-TruSeq-1,5968,Lab2,TrueSeq,NA,1
275,iso_add_count,PlasmaMP-TruSeq-2,5750,Lab2,TrueSeq,NA,2
276,iso_add_count,PlasmaMP-TruSeq-3,5336,Lab2,TrueSeq,NA,3
277,iso_add_count,PlasmaMP-TruSeq-4,7264,Lab2,TrueSeq,NA,4
278,iso_add_count,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,4060,Lab5,TrueSeq,NA,1
279,iso_add_count,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,4548,Lab5,TrueSeq,NA,2
280,iso_add_count,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,4350,Lab5,TrueSeq,NA,3
281,iso_add_count,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,4352,Lab5,TrueSeq,NA,4
282,iso_add_count,TruSeq_Plasma_1_S123_L008_R1_001,337,Lab1,TrueSeq,NA,1
283,iso_add_count,TruSeq_Plasma_2_S124_L008_R1_001,941,Lab1,TrueSeq,NA,2
284,iso_add_count,TruSeq_Plasma_3_S125_L008_R1_001,1295,Lab1,TrueSeq,NA,3
285,iso_add_count,TruSeq_Plasma_4_S126_L008_R1_001,698,Lab1,TrueSeq,NA,4
329,iso_snp_count,DE-PlasmaMP-NEB-1_S1_R1_001,1646,Lab1,NEBNext,NA,1
330,iso_snp_count,DE-PlasmaMP-NEB-2_S2_R1_001,1446,Lab1,NEBNext,NA,2
331,iso_snp_count,DE-PlasmaMP-NEB-3_S3_R1_001,1280,Lab1,NEBNext,NA,3
332,iso_snp_count,DE-PlasmaMP-NEB-4_S4_R1_001,1254,Lab1,NEBNext,NA,4
333,iso_snp_count,DG-PlasmaMP-NEB-1_S18_R1_001,1234,Lab2,NEBNext,NA,1
334,iso_snp_count,DG-PlasmaMP-NEB-2_S19_R1_001,1117,Lab2,NEBNext,NA,2
335,iso_snp_count,DG-PlasmaMP-NEB-3_S20_R1_001,1180,Lab2,NEBNext,NA,3
336,iso_snp_count,DG-PlasmaMP-NEB-4_S21_R1_001,1166,Lab2,NEBNext,NA,4
345,iso_snp_count,NEB-Plasma-1_S85553_AGTCAA,1201,Lab5,NEBNext,NA,1
346,iso_snp_count,NEB-Plasma-3_S85555_ATGTCA,1004,Lab5,NEBNext,NA,3
347,iso_snp_count,NEB-Plasma-4_S85556_CCGTCC,1287,Lab5,NEBNext,NA,4
348,iso_snp_count,PT_37_S5_L001_R1_001,441,Lab4,TrueSeq,NA,1
349,iso_snp_count,PT_38_S6_L001_R1_001,457,Lab4,TrueSeq,NA,2
350,iso_snp_count,PT_39_S7_L001_R1_001,496,Lab4,TrueSeq,NA,3
351,iso_snp_count,PT_40_S8_L001_R1_001,444,Lab4,TrueSeq,NA,4
356,iso_snp_count,Plas_N13_S13_L008_R1_001,418,Lab4,NEBNext,NA,1
357,iso_snp_count,Plas_N14_S14_L008_R1_001,405,Lab4,NEBNext,NA,2
358,iso_snp_count,Plas_N15_S15_L008_R1_001,486,Lab4,NEBNext,NA,3
359,iso_snp_count,Plas_N16_S16_L008_R1_001,351,Lab4,NEBNext,NA,4
376,iso_snp_count,PlasmaMP-TruSeq-1,677,Lab2,TrueSeq,NA,1
377,iso_snp_count,PlasmaMP-TruSeq-2,702,Lab2,TrueSeq,NA,2
378,iso_snp_count,PlasmaMP-TruSeq-3,530,Lab2,TrueSeq,NA,3
379,iso_snp_count,PlasmaMP-TruSeq-4,584,Lab2,TrueSeq,NA,4
380,iso_snp_count,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,314,Lab5,TrueSeq,NA,1
381,iso_snp_count,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,344,Lab5,TrueSeq,NA,2
382,iso_snp_count,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,351,Lab5,TrueSeq,NA,3
383,iso_snp_count,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,360,Lab5,TrueSeq,NA,4
384,iso_snp_count,TruSeq_Plasma_1_S123_L008_R1_001,25,Lab1,TrueSeq,NA,1
385,iso_snp_count,TruSeq_Plasma_2_S124_L008_R1_001,328,Lab1,TrueSeq,NA,2
386,iso_snp_count,TruSeq_Plasma_3_S125_L008_R1_001,488,Lab1,TrueSeq,NA,3
387,iso_snp_count,TruSeq_Plasma_4_S126_L008_R1_001,207,Lab1,TrueSeq,NA,4
431,iso_snp+central_count,DE-PlasmaMP-NEB-1_S1_R1_001,861,Lab1,NEBNext,NA,1
432,iso_snp+central_count,DE-PlasmaMP-NEB-2_S2_R1_001,786,Lab1,NEBNext,NA,2
433,iso_snp+central_count,DE-PlasmaMP-NEB-3_S3_R1_001,700,Lab1,NEBNext,NA,3
434,iso_snp+central_count,DE-PlasmaMP-NEB-4_S4_R1_001,684,Lab1,NEBNext,NA,4
435,iso_snp+central_count,DG-PlasmaMP-NEB-1_S18_R1_001,663,Lab2,NEBNext,NA,1
436,iso_snp+central_count,DG-PlasmaMP-NEB-2_S19_R1_001,619,Lab2,NEBNext,NA,2
437,iso_snp+central_count,DG-PlasmaMP-NEB-3_S20_R1_001,653,Lab2,NEBNext,NA,3
438,iso_snp+central_count,DG-PlasmaMP-NEB-4_S21_R1_001,634,Lab2,NEBNext,NA,4
447,iso_snp+central_count,NEB-Plasma-1_S85553_AGTCAA,610,Lab5,NEBNext,NA,1
448,iso_snp+central_count,NEB-Plasma-3_S85555_ATGTCA,594,Lab5,NEBNext,NA,3
449,iso_snp+central_count,NEB-Plasma-4_S85556_CCGTCC,715,Lab5,NEBNext,NA,4
450,iso_snp+central_count,PT_37_S5_L001_R1_001,294,Lab4,TrueSeq,NA,1
451,iso_snp+central_count,PT_38_S6_L001_R1_001,312,Lab4,TrueSeq,NA,2
452,iso_snp+central_count,PT_39_S7_L001_R1_001,332,Lab4,TrueSeq,NA,3
453,iso_snp+central_count,PT_40_S8_L001_R1_001,284,Lab4,TrueSeq,NA,4
458,iso_snp+central_count,Plas_N13_S13_L008_R1_001,270,Lab4,NEBNext,NA,1
459,iso_snp+central_count,Plas_N14_S14_L008_R1_001,256,Lab4,NEBNext,NA,2
460,iso_snp+central_count,Plas_N15_S15_L008_R1_001,299,Lab4,NEBNext,NA,3
461,iso_snp+central_count,Plas_N16_S16_L008_R1_001,213,Lab4,NEBNext,NA,4
478,iso_snp+central_count,PlasmaMP-TruSeq-1,395,Lab2,TrueSeq,NA,1
479,iso_snp+central_count,PlasmaMP-TruSeq-2,455,Lab2,TrueSeq,NA,2
480,iso_snp+central_count,PlasmaMP-TruSeq-3,345,Lab2,TrueSeq,NA,3
481,iso_snp+central_count,PlasmaMP-TruSeq-4,372,Lab2,TrueSeq,NA,4
482,iso_snp+central_count,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,204,Lab5,TrueSeq,NA,1
483,iso_snp+central_count,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,228,Lab5,TrueSeq,NA,2
484,iso_snp+central_count,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,213,Lab5,TrueSeq,NA,3
485,iso_snp+central_count,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,218,Lab5,TrueSeq,NA,4
486,iso_snp+central_count,TruSeq_Plasma_1_S123_L008_R1_001,19,Lab1,TrueSeq,NA,1
487,iso_snp+central_count,TruSeq_Plasma_2_S124_L008_R1_001,258,Lab1,TrueSeq,NA,2
488,iso_snp+central_count,TruSeq_Plasma_3_S125_L008_R1_001,358,Lab1,TrueSeq,NA,3
489,iso_snp+central_count,TruSeq_Plasma_4_S126_L008_R1_001,167,Lab1,TrueSeq,NA,4
533,iso_snp_central_offset_count,DE-PlasmaMP-NEB-1_S1_R1_001,238,Lab1,NEBNext,NA,1
534,iso_snp_central_offset_count,DE-PlasmaMP-NEB-2_S2_R1_001,208,Lab1,NEBNext,NA,2
535,iso_snp_central_offset_count,DE-PlasmaMP-NEB-3_S3_R1_001,191,Lab1,NEBNext,NA,3
536,iso_snp_central_offset_count,DE-PlasmaMP-NEB-4_S4_R1_001,170,Lab1,NEBNext,NA,4
537,iso_snp_central_offset_count,DG-PlasmaMP-NEB-1_S18_R1_001,170,Lab2,NEBNext,NA,1
538,iso_snp_central_offset_count,DG-PlasmaMP-NEB-2_S19_R1_001,160,Lab2,NEBNext,NA,2
539,iso_snp_central_offset_count,DG-PlasmaMP-NEB-3_S20_R1_001,165,Lab2,NEBNext,NA,3
540,iso_snp_central_offset_count,DG-PlasmaMP-NEB-4_S21_R1_001,167,Lab2,NEBNext,NA,4
549,iso_snp_central_offset_count,NEB-Plasma-1_S85553_AGTCAA,162,Lab5,NEBNext,NA,1
550,iso_snp_central_offset_count,NEB-Plasma-3_S85555_ATGTCA,150,Lab5,NEBNext,NA,3
551,iso_snp_central_offset_count,NEB-Plasma-4_S85556_CCGTCC,198,Lab5,NEBNext,NA,4
552,iso_snp_central_offset_count,PT_37_S5_L001_R1_001,64,Lab4,TrueSeq,NA,1
553,iso_snp_central_offset_count,PT_38_S6_L001_R1_001,84,Lab4,TrueSeq,NA,2
554,iso_snp_central_offset_count,PT_39_S7_L001_R1_001,83,Lab4,TrueSeq,NA,3
555,iso_snp_central_offset_count,PT_40_S8_L001_R1_001,74,Lab4,TrueSeq,NA,4
560,iso_snp_central_offset_count,Plas_N13_S13_L008_R1_001,76,Lab4,NEBNext,NA,1
561,iso_snp_central_offset_count,Plas_N14_S14_L008_R1_001,72,Lab4,NEBNext,NA,2
562,iso_snp_central_offset_count,Plas_N15_S15_L008_R1_001,82,Lab4,NEBNext,NA,3
563,iso_snp_central_offset_count,Plas_N16_S16_L008_R1_001,71,Lab4,NEBNext,NA,4
580,iso_snp_central_offset_count,PlasmaMP-TruSeq-1,101,Lab2,TrueSeq,NA,1
581,iso_snp_central_offset_count,PlasmaMP-TruSeq-2,108,Lab2,TrueSeq,NA,2
582,iso_snp_central_offset_count,PlasmaMP-TruSeq-3,80,Lab2,TrueSeq,NA,3
583,iso_snp_central_offset_count,PlasmaMP-TruSeq-4,94,Lab2,TrueSeq,NA,4
584,iso_snp_central_offset_count,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,46,Lab5,TrueSeq,NA,1
585,iso_snp_central_offset_count,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,58,Lab5,TrueSeq,NA,2
586,iso_snp_central_offset_count,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,51,Lab5,TrueSeq,NA,3
587,iso_snp_central_offset_count,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,64,Lab5,TrueSeq,NA,4
588,iso_snp_central_offset_count,TruSeq_Plasma_1_S123_L008_R1_001,6,Lab1,TrueSeq,NA,1
589,iso_snp_central_offset_count,TruSeq_Plasma_2_S124_L008_R1_001,52,Lab1,TrueSeq,NA,2
590,iso_snp_central_offset_count,TruSeq_Plasma_3_S125_L008_R1_001,95,Lab1,TrueSeq,NA,3
591,iso_snp_central_offset_count,TruSeq_Plasma_4_S126_L008_R1_001,30,Lab1,TrueSeq,NA,4
635,iso_snp_central_supp_count,DE-PlasmaMP-NEB-1_S1_R1_001,1067,Lab1,NEBNext,NA,1
636,iso_snp_central_supp_count,DE-PlasmaMP-NEB-2_S2_R1_001,974,Lab1,NEBNext,NA,2
637,iso_snp_central_supp_count,DE-PlasmaMP-NEB-3_S3_R1_001,867,Lab1,NEBNext,NA,3
638,iso_snp_central_supp_count,DE-PlasmaMP-NEB-4_S4_R1_001,862,Lab1,NEBNext,NA,4
639,iso_snp_central_supp_count,DG-PlasmaMP-NEB-1_S18_R1_001,790,Lab2,NEBNext,NA,1
640,iso_snp_central_supp_count,DG-PlasmaMP-NEB-2_S19_R1_001,752,Lab2,NEBNext,NA,2
641,iso_snp_central_supp_count,DG-PlasmaMP-NEB-3_S20_R1_001,782,Lab2,NEBNext,NA,3
642,iso_snp_central_supp_count,DG-PlasmaMP-NEB-4_S21_R1_001,743,Lab2,NEBNext,NA,4
651,iso_snp_central_supp_count,NEB-Plasma-1_S85553_AGTCAA,820,Lab5,NEBNext,NA,1
652,iso_snp_central_supp_count,NEB-Plasma-3_S85555_ATGTCA,757,Lab5,NEBNext,NA,3
653,iso_snp_central_supp_count,NEB-Plasma-4_S85556_CCGTCC,884,Lab5,NEBNext,NA,4
654,iso_snp_central_supp_count,PT_37_S5_L001_R1_001,383,Lab4,TrueSeq,NA,1
655,iso_snp_central_supp_count,PT_38_S6_L001_R1_001,391,Lab4,TrueSeq,NA,2
656,iso_snp_central_supp_count,PT_39_S7_L001_R1_001,394,Lab4,TrueSeq,NA,3
657,iso_snp_central_supp_count,PT_40_S8_L001_R1_001,365,Lab4,TrueSeq,NA,4
662,iso_snp_central_supp_count,Plas_N13_S13_L008_R1_001,330,Lab4,NEBNext,NA,1
663,iso_snp_central_supp_count,Plas_N14_S14_L008_R1_001,299,Lab4,NEBNext,NA,2
664,iso_snp_central_supp_count,Plas_N15_S15_L008_R1_001,349,Lab4,NEBNext,NA,3
665,iso_snp_central_supp_count,Plas_N16_S16_L008_R1_001,263,Lab4,NEBNext,NA,4
682,iso_snp_central_supp_count,PlasmaMP-TruSeq-1,532,Lab2,TrueSeq,NA,1
683,iso_snp_central_supp_count,PlasmaMP-TruSeq-2,576,Lab2,TrueSeq,NA,2
684,iso_snp_central_supp_count,PlasmaMP-TruSeq-3,429,Lab2,TrueSeq,NA,3
685,iso_snp_central_supp_count,PlasmaMP-TruSeq-4,507,Lab2,TrueSeq,NA,4
